index,influence,blend_in,special,leader,authority
4507,yes,no,yes,yes,yes
4508,yes,yes,yes,yes,no
4509,no,yes,no,no,yes
4510,no,no,yes,yes,no
4511,yes,yes,yes,yes,yes
4512,no,yes,no,no,no
4513,no,yes,no,yes,yes
4514,yes,no,yes,no,no
4515,yes,yes,yes,no,no
4516,no,yes,no,yes,yes
4517,yes,yes,yes,no,no
4518,yes,yes,no,no,no
4519,yes,yes,yes,no,no
4520,yes,yes,no,yes,no
4521,yes,yes,no,yes,yes
4522,no,yes,yes,no,yes
4523,yes,yes,yes,yes,no
4524,no,no,no,no,no
4525,yes,no,yes,no,no
4526,yes,no,yes,yes,yes
4527,yes,yes,no,no,yes
4528,yes,no,yes,yes,yes
4529,yes,no,yes,yes,no
4530,no,yes,no,yes,no
4531,no,yes,yes,no,no
4532,yes,yes,no,no,no
4533,yes,yes,no,yes,no
4534,yes,yes,no,no,no
4535,yes,yes,yes,yes,yes
4536,yes,yes,no,yes,yes
4537,yes,no,no,yes,yes
4538,no,yes,no,no,no
4539,no,yes,no,no,no
4540,yes,no,yes,yes,no
4541,no,no,yes,no,no
4542,yes,yes,no,yes,no
4543,no,yes,no,no,no
4544,no,yes,no,yes,no
4545,no,yes,no,no,no
4546,yes,no,yes,yes,yes
4547,yes,no,no,yes,yes
4548,no,yes,no,no,yes
4549,yes,yes,no,no,no
4550,yes,yes,no,yes,no
4551,no,no,no,no,no
4552,yes,yes,no,yes,no
4553,yes,yes,no,yes,no
4554,yes,no,no,yes,yes
4555,no,no,yes,yes,yes
4556,no,yes,no,no,no
4557,no,yes,no,no,no
4558,no,yes,no,no,no
4559,yes,yes,no,no,yes
4560,yes,no,yes,no,no
4561,no,yes,no,yes,no
4562,yes,yes,yes,yes,no
4563,no,yes,no,yes,yes
4564,no,yes,yes,yes,no
4565,yes,yes,no,yes,no
4566,no,yes,yes,no,no
4567,yes,no,no,yes,no
4568,no,no,yes,yes,no
4569,yes,no,yes,yes,no
4570,no,yes,yes,yes,yes
4571,no,yes,no,no,no
4572,yes,yes,no,yes,yes
4573,yes,yes,no,no,no
4574,no,yes,no,no,no
4575,no,yes,no,no,no
4576,yes,no,no,yes,yes
4577,no,no,yes,no,yes
4578,yes,yes,no,yes,no
4579,no,yes,no,no,no
4580,yes,yes,yes,no,no
4581,no,yes,no,no,no
4582,yes,yes,no,yes,no
4583,yes,no,yes,yes,yes
4584,no,yes,no,no,no
4585,yes,yes,no,yes,yes
4586,yes,yes,yes,yes,no
4587,yes,yes,no,yes,yes
4588,yes,no,yes,yes,no
4589,yes,no,yes,no,no
4590,yes,no,yes,yes,yes
4591,yes,yes,yes,yes,yes
4592,no,yes,no,no,no
4593,no,yes,no,no,no
4594,yes,yes,no,yes,no
4595,no,yes,no,no,no
4596,yes,yes,yes,yes,no
4597,yes,yes,yes,yes,yes
4598,yes,yes,no,yes,no
4599,yes,yes,yes,yes,yes
4600,no,yes,no,no,no
4601,yes,yes,yes,no,no
4602,no,yes,yes,yes,yes
4603,no,yes,yes,no,no
4604,no,no,no,yes,yes
4605,yes,no,yes,yes,yes
4606,no,yes,no,no,yes
4607,yes,no,no,yes,no
4608,no,yes,no,no,no
4609,yes,yes,no,yes,no
4610,yes,yes,no,no,yes
4611,yes,yes,no,yes,no
4612,yes,yes,yes,yes,yes
4613,yes,yes,no,no,no
4614,yes,no,no,yes,yes
4615,yes,yes,no,yes,no
4616,yes,yes,yes,yes,yes
4617,yes,yes,yes,yes,yes
4618,yes,yes,yes,no,yes
4619,no,yes,no,no,no
4620,yes,yes,no,yes,yes
4621,yes,yes,no,no,no
4622,no,yes,no,no,no
4623,yes,yes,yes,yes,yes
4624,no,no,yes,no,no
4625,no,yes,no,no,no
4626,no,yes,no,no,no
4627,yes,yes,no,no,no
4628,no,no,no,yes,yes
4629,yes,yes,yes,yes,yes
4630,no,yes,no,yes,no
4631,yes,yes,no,no,no
4632,no,yes,no,no,no
4633,yes,yes,no,no,no
4634,yes,yes,yes,yes,no
4635,no,yes,no,no,no
4636,yes,yes,yes,yes,yes
4637,no,yes,no,no,no
4638,yes,no,no,yes,yes
4639,no,yes,yes,no,no
4640,yes,yes,yes,yes,yes
4641,yes,no,no,yes,yes
4642,yes,no,no,no,no
4643,no,yes,no,yes,no
4644,yes,yes,yes,yes,yes
4645,yes,no,no,yes,yes
4646,yes,yes,no,yes,no
4647,yes,no,yes,yes,no
4648,yes,yes,no,yes,no
4649,yes,no,yes,yes,yes
4650,no,yes,yes,yes,yes
4651,no,yes,no,no,yes
4652,yes,no,yes,yes,no
4653,yes,no,yes,yes,no
4654,no,yes,no,no,no
4655,yes,yes,no,yes,no
4656,yes,yes,no,no,yes
4657,no,no,no,no,no
4658,no,yes,no,no,no
4659,yes,yes,yes,yes,yes
4660,no,yes,no,no,no
4661,yes,no,no,yes,yes
4662,no,yes,no,no,no
4663,yes,yes,no,yes,no
4664,no,yes,no,no,no
4665,yes,yes,no,yes,yes
4666,yes,yes,no,yes,no
4667,no,yes,yes,yes,yes
4668,yes,yes,no,yes,no
4669,yes,no,yes,yes,no
4670,yes,yes,no,yes,no
4671,yes,yes,yes,yes,yes
4672,yes,yes,yes,no,yes
4673,yes,no,yes,no,no
4674,yes,yes,no,yes,yes
4675,no,yes,yes,no,yes
4676,yes,yes,yes,yes,yes
4677,yes,yes,yes,yes,no
4678,yes,yes,yes,yes,no
4679,no,yes,no,no,no
4680,no,yes,no,yes,no
4681,no,yes,yes,no,no
4682,yes,yes,no,yes,no
4683,no,yes,yes,yes,no
4684,yes,yes,no,yes,no
4685,yes,yes,no,yes,yes
4686,no,yes,yes,yes,yes
4687,no,yes,yes,no,no
4688,no,yes,no,no,no
4689,yes,yes,no,no,yes
4690,yes,yes,no,no,no
4691,yes,yes,yes,yes,no
4692,no,yes,no,yes,yes
4693,no,yes,yes,no,no
4694,yes,yes,no,no,no
4695,yes,yes,no,no,no
4696,yes,yes,yes,yes,no
4697,no,yes,yes,no,no
4698,no,no,yes,yes,no
4699,yes,yes,yes,yes,no
4700,yes,yes,yes,yes,no
4701,yes,no,yes,yes,yes
4702,yes,yes,no,yes,no
4703,yes,no,yes,no,no
4704,yes,yes,no,yes,no
4705,yes,yes,no,no,no
4706,no,yes,no,yes,no
4707,yes,yes,yes,yes,no
4708,no,yes,yes,no,no
4709,yes,yes,no,no,no
4710,yes,yes,no,no,no
4711,yes,yes,no,no,no
4712,no,yes,yes,no,no
4713,yes,yes,no,yes,yes
4714,no,yes,yes,no,yes
4715,yes,yes,no,yes,no
4716,no,yes,no,yes,yes
4717,yes,no,no,yes,yes
4718,yes,yes,no,yes,no
4719,yes,yes,no,yes,no
4720,yes,no,no,no,no
4721,yes,no,no,yes,yes
4722,no,yes,no,no,no
4723,yes,yes,no,yes,no
4724,yes,yes,yes,no,yes
4725,yes,yes,no,yes,yes
4726,no,yes,no,yes,yes
4727,no,yes,no,yes,no
4728,yes,yes,no,no,no
4729,yes,yes,no,yes,yes
4730,yes,yes,yes,yes,yes
4731,yes,yes,yes,yes,yes
4732,no,yes,no,no,no
4733,no,yes,no,no,yes
4734,yes,yes,no,yes,yes
4735,no,yes,yes,yes,yes
4736,no,yes,no,no,no
4737,yes,yes,no,no,no
4738,yes,yes,no,no,no
4739,yes,no,yes,yes,no
4740,no,yes,yes,yes,yes
4741,yes,yes,yes,yes,yes
4742,yes,yes,yes,yes,no
4743,no,no,yes,no,no
4744,yes,yes,no,no,no
4745,no,yes,no,no,no
4746,yes,yes,no,yes,yes
4747,yes,yes,no,yes,no
4748,yes,no,yes,yes,yes
4749,no,yes,yes,no,no
4750,no,no,no,yes,yes
4751,no,yes,no,no,no
4752,no,no,yes,yes,yes
4753,yes,no,yes,yes,yes
4754,no,yes,no,no,no
4755,no,yes,yes,yes,no
4756,yes,no,yes,yes,no
4757,yes,yes,yes,no,yes
4758,no,yes,yes,no,no
4759,no,yes,yes,no,no
4760,yes,yes,no,yes,yes
4761,yes,yes,yes,yes,no
4762,yes,yes,no,no,yes
4763,no,yes,no,no,no
4764,no,yes,no,yes,yes
4765,yes,yes,no,no,yes
4766,yes,yes,yes,no,no
4767,yes,yes,yes,yes,yes
4768,yes,no,yes,yes,yes
4769,no,yes,no,no,no
4770,no,yes,yes,yes,no
4771,no,yes,yes,no,no
4772,yes,no,yes,no,no
4773,yes,yes,no,yes,no
4774,yes,yes,no,no,no
4775,no,no,yes,yes,yes
4776,yes,no,no,yes,yes
4777,no,yes,no,no,no
4778,no,yes,no,no,no
4779,yes,yes,no,yes,no
4780,no,no,no,no,yes
4781,no,yes,no,no,no
4782,yes,yes,no,yes,yes
4783,yes,yes,no,no,no
4784,no,yes,no,no,yes
4785,no,no,no,yes,no
4786,yes,yes,yes,yes,no
4787,yes,yes,no,yes,no
4788,yes,yes,yes,yes,yes
4789,yes,yes,no,no,no
4790,no,yes,yes,no,no
4791,yes,no,yes,yes,yes
4792,yes,no,no,no,no
4793,yes,yes,no,no,no
4794,no,yes,no,no,no
4795,yes,yes,yes,no,yes
4796,yes,yes,yes,yes,yes
4797,no,yes,no,no,no
4798,yes,yes,yes,no,no
4799,yes,no,no,yes,no
4800,yes,yes,yes,yes,yes
4801,yes,yes,no,yes,yes
4802,no,yes,no,no,no
4803,no,yes,yes,no,no
4804,yes,yes,no,no,no
4805,yes,yes,no,no,no
4806,yes,yes,no,yes,no
4807,no,yes,no,no,no
4808,no,yes,no,no,no
4809,yes,yes,no,no,no
4810,no,no,yes,no,no
4811,no,yes,no,no,no
4812,yes,no,yes,yes,yes
4813,no,yes,no,no,no
4814,yes,no,yes,yes,yes
4815,yes,yes,no,yes,no
4816,yes,yes,no,no,no
4817,yes,yes,no,yes,no
4818,no,yes,yes,no,yes
4819,yes,yes,no,no,yes
4820,yes,no,yes,yes,no
4821,no,yes,yes,no,no
4822,yes,yes,no,no,no
4823,no,yes,yes,no,no
4824,no,yes,yes,yes,no
4825,yes,yes,no,no,no
4826,yes,yes,no,yes,no
4827,yes,yes,no,yes,yes
4828,no,yes,yes,no,no
4829,yes,yes,no,yes,no
4830,yes,no,no,no,yes
4831,yes,yes,no,no,yes
4832,yes,yes,yes,yes,yes
4833,yes,no,yes,yes,no
4834,no,yes,no,yes,no
4835,yes,yes,yes,yes,yes
4836,yes,yes,yes,yes,no
4837,no,no,yes,no,yes
4838,yes,yes,no,yes,yes
4839,no,yes,no,no,yes
4840,yes,no,no,yes,no
4841,yes,yes,no,yes,yes
4842,yes,yes,yes,no,no
4843,yes,yes,yes,yes,no
4844,no,yes,yes,no,yes
4845,no,yes,no,no,no
4846,yes,yes,no,no,yes
4847,yes,yes,no,yes,no
4848,no,yes,yes,no,no
4849,no,no,no,yes,no
4850,yes,yes,no,yes,no
4851,yes,yes,no,yes,yes
4852,yes,no,yes,no,yes
4853,yes,no,yes,yes,yes
4854,yes,no,yes,yes,yes
4855,yes,yes,yes,yes,no
4856,yes,no,yes,no,no
4857,yes,yes,yes,no,no
4858,yes,yes,no,no,yes
4859,no,yes,yes,no,no
4860,yes,yes,yes,yes,yes
4861,yes,yes,no,yes,yes
4862,yes,yes,no,yes,no
4863,yes,yes,no,no,yes
4864,yes,yes,yes,no,no
4865,yes,yes,no,no,yes
4866,yes,yes,yes,yes,no
4867,no,no,no,no,yes
4868,no,yes,no,no,yes
4869,no,no,no,no,no
4870,yes,yes,no,no,no
4871,yes,yes,yes,yes,yes
4872,no,yes,yes,yes,yes
4873,yes,yes,yes,yes,no
4874,no,yes,no,no,no
4875,no,no,no,yes,yes
4876,no,yes,no,no,no
4877,yes,yes,yes,yes,no
4878,no,no,yes,no,no
4879,yes,yes,no,no,yes
4880,yes,yes,yes,no,no
4881,yes,yes,yes,yes,yes
4882,no,yes,yes,no,no
4883,no,yes,no,yes,yes
4884,no,yes,yes,no,yes
4885,yes,yes,yes,yes,yes
4886,yes,yes,no,no,yes
4887,no,yes,yes,no,no
4888,yes,yes,no,no,yes
4889,yes,no,yes,yes,yes
4890,yes,no,no,yes,yes
4891,no,yes,no,no,no
4892,no,no,yes,yes,yes
4893,yes,no,yes,yes,yes
4894,no,no,yes,yes,yes
4895,yes,yes,yes,yes,yes
4896,no,no,no,no,yes
4897,yes,no,yes,yes,yes
4898,yes,no,yes,no,yes
4899,no,yes,no,no,no
4900,yes,yes,yes,yes,yes
4901,yes,yes,yes,yes,yes
4902,no,yes,no,yes,no
4903,no,yes,yes,no,no
4904,yes,no,no,yes,yes
4905,no,yes,no,no,yes
4906,yes,no,yes,yes,yes
4907,yes,yes,no,yes,no
4908,yes,no,yes,yes,yes
4909,no,yes,yes,yes,yes
4910,yes,yes,no,yes,yes
4911,yes,yes,yes,yes,yes
4912,yes,yes,no,yes,yes
4913,yes,no,yes,yes,no
4914,no,yes,no,no,no
4915,yes,no,no,no,no
4916,no,yes,no,yes,no
4917,yes,no,yes,yes,yes
4918,yes,yes,no,no,no
4919,no,no,yes,no,yes
4920,yes,yes,yes,no,yes
4921,yes,yes,no,yes,no
4922,yes,no,yes,yes,yes
4923,no,yes,no,no,yes
4924,no,yes,no,no,yes
4925,yes,yes,yes,no,yes
4926,yes,no,yes,no,yes
4927,no,yes,yes,yes,no
4928,no,yes,no,no,no
4929,yes,yes,yes,no,yes
4930,no,yes,no,no,no
4931,no,yes,no,no,no
4932,yes,yes,no,yes,no
4933,no,yes,no,no,no
4934,no,yes,no,no,yes
4935,yes,no,yes,yes,no
4936,yes,no,yes,no,yes
4937,yes,yes,yes,no,no
4938,no,yes,yes,no,yes
4939,yes,yes,yes,no,yes
4940,no,yes,no,no,no
4941,no,no,yes,yes,no
4942,yes,no,yes,yes,yes
4943,yes,yes,yes,yes,no
4944,yes,no,yes,yes,no
4945,yes,yes,no,no,no
4946,no,yes,no,no,no
4947,yes,no,yes,no,yes
4948,yes,yes,yes,yes,no
4949,yes,yes,yes,no,no
4950,no,yes,yes,no,yes
4951,yes,yes,no,yes,yes
4952,no,yes,no,no,no
4953,yes,yes,yes,yes,no
4954,yes,yes,no,yes,yes
4955,yes,yes,yes,no,yes
4956,yes,yes,no,no,no
4957,no,yes,yes,yes,yes
4958,no,yes,yes,no,no
4959,yes,yes,no,no,no
4960,yes,yes,yes,yes,yes
4961,no,yes,yes,no,no
4962,no,yes,no,yes,no
4963,no,yes,no,no,no
4964,yes,yes,yes,yes,no
4965,no,no,yes,no,yes
4966,no,yes,no,no,no
4967,yes,yes,yes,yes,yes
4968,yes,no,yes,yes,yes
4969,no,yes,no,no,yes
4970,no,yes,no,no,no
4971,yes,yes,no,no,yes
4972,yes,yes,no,no,yes
4973,yes,yes,yes,no,no
4974,no,yes,no,no,yes
4975,yes,yes,no,no,no
4976,yes,yes,no,no,no
4977,yes,yes,no,no,yes
4978,yes,yes,yes,yes,yes
4979,no,yes,no,no,yes
4980,yes,yes,no,yes,yes
4981,no,yes,yes,no,no
4982,no,yes,no,no,no
4983,no,yes,yes,no,no
4984,yes,yes,no,no,yes
4985,yes,yes,yes,no,no
4986,yes,no,no,yes,yes
4987,yes,no,no,no,yes
4988,yes,yes,yes,no,no
4989,yes,yes,yes,no,yes
4990,yes,no,no,yes,yes
4991,no,yes,no,no,no
4992,no,yes,no,yes,no
4993,yes,yes,no,yes,no
4994,no,no,no,no,yes
4995,yes,yes,yes,yes,yes
4996,yes,yes,yes,no,no
4997,yes,yes,no,no,yes
4998,yes,yes,no,no,yes
4999,yes,yes,no,yes,no
5000,no,yes,yes,no,no
5001,no,yes,yes,yes,yes
5002,yes,no,yes,yes,yes
5003,yes,yes,no,yes,no
5004,yes,yes,yes,yes,no
5005,no,yes,no,no,no
5006,no,no,no,no,no
5007,no,yes,no,no,no
5008,yes,no,yes,yes,yes
5009,no,no,no,no,no
5010,yes,yes,no,no,no
5011,yes,yes,no,yes,yes
5012,no,yes,no,no,no
5013,yes,no,yes,yes,yes
5014,yes,no,yes,yes,yes
5015,yes,yes,yes,yes,no
5016,yes,yes,yes,yes,yes
5017,yes,yes,no,yes,yes
5018,no,yes,no,no,yes
5019,no,yes,yes,no,no
5020,no,yes,no,no,no
5021,yes,yes,yes,no,yes
5022,yes,no,no,yes,yes
5023,yes,yes,yes,yes,yes
5024,no,yes,no,no,no
5025,yes,no,yes,no,yes
5026,yes,no,yes,yes,yes
5027,yes,yes,yes,no,yes
5028,no,yes,yes,no,yes
5029,yes,yes,no,no,yes
5030,yes,yes,yes,yes,no
5031,yes,yes,yes,no,no
5032,no,yes,no,yes,no
5033,no,yes,no,yes,yes
5034,no,no,no,no,yes
5035,yes,yes,yes,yes,no
5036,yes,no,yes,no,no
5037,no,yes,yes,yes,no
5038,yes,no,yes,yes,no
5039,yes,yes,no,no,yes
5040,no,yes,no,no,yes
5041,yes,yes,no,no,no
5042,yes,yes,yes,no,yes
5043,no,no,no,no,no
5044,no,yes,yes,yes,no
5045,no,yes,no,no,no
5046,no,yes,no,no,no
5047,yes,no,no,yes,yes
5048,yes,yes,no,yes,yes
5049,yes,no,yes,yes,yes
5050,yes,yes,yes,no,no
5051,yes,yes,yes,yes,yes
5052,yes,no,no,yes,yes
5053,yes,no,no,no,no
5054,yes,yes,yes,no,yes
5055,yes,yes,no,no,no
5056,no,no,yes,no,yes
5057,yes,yes,yes,no,no
5058,yes,yes,no,no,yes
5059,yes,yes,no,yes,no
5060,no,yes,yes,no,no
5061,no,yes,no,no,no
5062,yes,no,no,no,no
5063,no,yes,no,no,no
5064,yes,yes,no,yes,yes
5065,yes,no,yes,yes,no
5066,no,yes,yes,no,yes
5067,yes,yes,yes,no,no
5068,yes,yes,yes,yes,yes
5069,no,yes,no,yes,no
5070,yes,yes,yes,yes,yes
5071,no,no,no,no,no
5072,yes,yes,no,no,no
5073,yes,yes,no,no,no
5074,yes,yes,yes,yes,yes
5075,no,yes,yes,no,no
5076,yes,no,yes,yes,yes
5077,no,yes,no,no,no
5078,yes,yes,yes,yes,yes
5079,no,no,no,no,yes
5080,no,yes,no,yes,yes
5081,yes,yes,yes,yes,no
5082,yes,yes,yes,no,yes
5083,no,yes,no,no,no
5084,yes,yes,yes,no,no
5085,yes,yes,no,yes,no
5086,yes,no,yes,no,yes
5087,no,yes,yes,yes,no
5088,yes,yes,no,no,no
5089,no,yes,yes,no,yes
5090,yes,yes,no,no,no
5091,yes,yes,yes,yes,no
5092,yes,yes,no,no,no
5093,no,no,no,yes,no
5094,no,yes,no,yes,no
5095,yes,no,no,yes,yes
5096,no,yes,yes,no,no
5097,yes,no,yes,yes,no
5098,no,yes,no,no,no
5099,no,no,no,no,yes
5100,yes,yes,no,no,no
5101,no,yes,no,no,yes
5102,no,yes,no,no,no
5103,yes,no,yes,yes,yes
5104,no,yes,yes,yes,yes
5105,yes,no,yes,no,no
5106,yes,yes,no,no,yes
5107,yes,yes,no,yes,yes
5108,no,yes,no,no,no
5109,no,yes,yes,no,yes
5110,yes,no,yes,yes,yes
5111,yes,yes,yes,yes,no
5112,no,no,no,no,no
5113,no,no,yes,no,yes
5114,yes,yes,yes,yes,yes
5115,no,yes,no,yes,yes
5116,no,yes,no,no,no
5117,yes,no,yes,no,no
5118,yes,yes,no,no,no
5119,no,yes,yes,yes,no
5120,no,yes,no,no,no
5121,no,yes,yes,yes,no
5122,yes,yes,no,no,no
5123,yes,yes,no,no,no
5124,yes,no,no,yes,no
5125,no,yes,no,no,no
5126,yes,yes,yes,yes,yes
5127,yes,no,yes,yes,no
5128,yes,no,yes,yes,yes
5129,yes,yes,yes,no,yes
5130,no,yes,yes,no,no
5131,yes,yes,no,yes,yes
5132,no,no,yes,no,yes
5133,yes,no,yes,yes,yes
5134,yes,no,yes,yes,no
5135,yes,no,no,no,yes
5136,yes,no,no,no,no
5137,yes,no,yes,yes,yes
5138,yes,no,yes,yes,no
5139,yes,yes,no,no,no
5140,no,yes,no,no,no
5141,no,yes,no,yes,no
5142,no,yes,no,no,no
5143,yes,no,yes,yes,no
5144,yes,yes,yes,no,yes
5145,no,yes,yes,no,no
5146,yes,no,yes,yes,no
5147,no,yes,no,no,no
5148,yes,yes,no,no,no
5149,no,no,yes,yes,yes
5150,yes,no,no,yes,yes
5151,yes,yes,yes,no,no
5152,yes,yes,no,yes,yes
5153,yes,yes,yes,yes,yes
5154,yes,no,no,no,no
5155,no,yes,no,no,no
5156,no,yes,no,yes,yes
5157,no,yes,no,no,no
5158,no,yes,yes,no,no
5159,yes,yes,no,no,no
5160,yes,no,no,yes,yes
5161,no,no,yes,no,yes
5162,no,yes,no,no,yes
5163,no,yes,no,no,yes
5164,no,yes,yes,no,yes
5165,yes,yes,yes,yes,no
5166,no,yes,no,no,no
5167,no,yes,yes,no,yes
5168,yes,yes,no,no,no
5169,yes,no,yes,yes,no
5170,no,yes,yes,no,no
5171,no,yes,yes,yes,yes
5172,no,yes,no,no,no
5173,no,yes,yes,yes,no
5174,yes,yes,no,yes,no
5175,yes,yes,no,yes,no
5176,yes,yes,yes,yes,yes
5177,yes,no,yes,yes,no
5178,yes,yes,no,no,no
5179,yes,no,yes,yes,no
5180,no,no,no,no,no
5181,no,yes,yes,no,no
5182,yes,no,yes,yes,yes
5183,no,yes,no,no,yes
5184,yes,yes,no,no,no
5185,yes,yes,no,yes,yes
5186,no,yes,yes,no,no
5187,yes,yes,no,yes,yes
5188,no,yes,no,no,yes
5189,no,yes,yes,yes,no
5190,no,yes,no,no,no
5191,no,yes,no,no,no
5192,yes,no,yes,no,yes
5193,no,yes,yes,yes,no
5194,no,yes,no,no,no
5195,yes,no,no,no,no
5196,no,yes,no,no,no
5197,no,yes,no,no,no
5198,no,yes,no,yes,no
5199,yes,yes,no,no,no
5200,yes,yes,no,yes,yes
5201,no,no,no,no,no
5202,yes,yes,yes,yes,no
5203,no,yes,no,yes,no
5204,yes,yes,yes,yes,no
5205,no,no,no,no,yes
5206,no,yes,no,no,no
5207,yes,no,no,yes,no
5208,no,yes,no,no,no
5209,yes,no,yes,yes,no
5210,no,yes,no,no,no
5211,no,yes,no,no,yes
5212,yes,yes,no,yes,yes
5213,yes,yes,yes,yes,yes
5214,no,yes,yes,yes,yes
5215,yes,no,no,no,yes
5216,yes,yes,no,yes,no
5217,yes,no,yes,yes,yes
5218,no,yes,no,no,no
5219,no,yes,no,no,no
5220,yes,yes,no,no,no
5221,no,yes,yes,yes,yes
5222,yes,yes,yes,yes,yes
5223,yes,yes,no,no,no
5224,yes,no,yes,yes,yes
5225,yes,yes,no,yes,yes
5226,no,yes,no,no,yes
5227,no,yes,no,no,no
5228,yes,yes,no,no,no
5229,no,yes,yes,no,no
5230,yes,no,yes,yes,yes
5231,no,yes,yes,no,no
5232,yes,yes,no,no,no
5233,yes,yes,no,no,no
5234,yes,no,yes,yes,no
5235,no,yes,no,no,no
5236,no,yes,no,yes,yes
5237,yes,no,yes,yes,yes
5238,yes,no,yes,yes,yes
5239,yes,no,yes,yes,yes
5240,yes,yes,no,no,no
5241,yes,yes,no,yes,no
5242,no,yes,yes,no,no
5243,yes,yes,no,yes,yes
5244,no,yes,no,no,no
5245,yes,yes,no,yes,yes
5246,yes,yes,no,yes,no
5247,no,no,no,yes,no
5248,no,yes,yes,no,yes
5249,no,yes,no,yes,yes
5250,no,yes,no,no,yes
5251,no,yes,yes,no,no
5252,no,yes,yes,no,no
5253,no,yes,no,yes,no
5254,yes,no,yes,yes,yes
5255,no,no,no,yes,no
5256,yes,no,yes,no,no
5257,yes,yes,no,yes,yes
5258,no,yes,yes,yes,yes
5259,no,yes,no,no,no
5260,yes,yes,no,no,no
5261,yes,yes,no,no,no
5262,yes,yes,no,yes,no
5263,no,no,no,yes,no
5264,yes,yes,no,no,no
5265,yes,yes,no,yes,no
5266,yes,yes,no,yes,no
5267,no,no,no,no,no
5268,yes,yes,no,no,no
5269,yes,yes,yes,yes,yes
5270,yes,no,yes,no,yes
5271,no,yes,no,no,no
5272,yes,no,yes,yes,yes
5273,yes,yes,no,yes,no
5274,yes,yes,yes,no,no
5275,yes,yes,no,no,no
5276,yes,yes,no,no,no
5277,yes,no,no,yes,no
5278,yes,yes,yes,no,yes
5279,no,no,yes,no,yes
5280,yes,yes,no,no,no
5281,yes,no,yes,yes,yes
5282,yes,yes,no,yes,no
5283,yes,yes,yes,no,yes
5284,yes,yes,yes,yes,yes
5285,yes,yes,no,yes,no
5286,yes,yes,no,yes,no
5287,yes,yes,yes,yes,no
5288,yes,yes,no,no,yes
5289,yes,yes,no,no,no
5290,yes,yes,no,no,no
5291,yes,yes,no,no,yes
5292,yes,yes,yes,no,yes
5293,yes,no,yes,yes,yes
5294,no,yes,yes,no,no
5295,yes,no,yes,no,no
5296,yes,no,no,yes,yes
5297,yes,yes,yes,no,no
5298,no,yes,no,yes,no
5299,yes,yes,no,yes,no
5300,no,yes,yes,no,yes
5301,no,no,yes,no,no
5302,no,no,no,yes,no
5303,no,yes,no,no,no
5304,no,yes,yes,yes,no
5305,no,yes,no,no,no
5306,yes,yes,no,yes,no
5307,no,yes,no,no,yes
5308,yes,yes,no,yes,no
5309,no,no,yes,yes,yes
5310,yes,yes,no,yes,yes
5311,no,yes,no,yes,yes
5312,no,yes,yes,yes,no
5313,yes,yes,no,yes,no
5314,yes,no,yes,yes,yes
5315,yes,no,no,no,no
5316,no,yes,no,no,no
5317,yes,yes,no,no,no
5318,no,yes,no,no,no
5319,yes,no,yes,yes,yes
5320,yes,yes,yes,yes,no
5321,yes,yes,yes,yes,no
5322,yes,no,yes,yes,no
5323,yes,yes,no,yes,no
5324,no,yes,yes,yes,no
5325,yes,yes,no,yes,yes
5326,yes,yes,yes,yes,yes
5327,yes,yes,yes,yes,yes
5328,yes,no,yes,yes,no
5329,yes,yes,no,yes,no
5330,yes,no,yes,yes,yes
5331,yes,yes,no,yes,yes
5332,yes,no,yes,yes,yes
5333,no,yes,no,yes,yes
5334,yes,yes,no,no,yes
5335,yes,yes,yes,no,no
5336,yes,yes,no,yes,yes
5337,yes,yes,no,no,no
5338,yes,yes,no,yes,no
5339,yes,yes,yes,no,yes
5340,no,yes,no,no,no
5341,yes,yes,no,no,no
5342,no,yes,no,no,yes
5343,no,no,no,no,no
5344,yes,no,yes,yes,yes
5345,no,yes,yes,yes,no
5346,yes,no,yes,yes,yes
5347,yes,yes,no,no,no
5348,yes,yes,no,no,no
5349,yes,yes,yes,yes,yes
5350,no,yes,no,no,no
5351,no,yes,no,no,no
5352,yes,no,yes,no,no
5353,yes,yes,no,no,no
5354,yes,no,yes,yes,yes
5355,yes,yes,no,yes,no
5356,yes,no,yes,no,no
5357,yes,yes,no,no,no
5358,no,no,yes,no,no
5359,yes,no,no,yes,yes
5360,yes,yes,no,no,yes
5361,yes,no,yes,yes,no
5362,yes,yes,no,yes,no
5363,no,yes,no,no,no
5364,yes,yes,no,yes,no
5365,yes,no,no,no,no
5366,yes,yes,no,no,no
5367,no,no,no,no,no
5368,yes,yes,no,yes,no
5369,yes,yes,yes,no,yes
5370,yes,yes,yes,no,no
5371,yes,no,yes,yes,yes
5372,yes,yes,no,yes,no
5373,no,yes,no,yes,no
5374,yes,yes,no,no,yes
5375,no,no,no,no,no
5376,yes,no,yes,yes,yes
5377,yes,yes,no,no,no
5378,yes,yes,yes,no,no
5379,no,yes,yes,no,yes
5380,no,no,no,no,no
5381,yes,yes,no,no,no
5382,no,yes,no,no,no
5383,no,no,yes,no,yes
5384,yes,yes,no,no,yes
5385,no,no,yes,no,no
5386,yes,no,no,yes,yes
5387,yes,no,yes,yes,no
5388,yes,yes,yes,yes,no
5389,yes,no,yes,yes,yes
5390,yes,no,yes,no,no
5391,yes,no,yes,yes,yes
5392,yes,no,yes,yes,yes
5393,yes,yes,no,no,yes
5394,yes,yes,yes,yes,no
5395,yes,no,no,yes,no
5396,yes,no,no,yes,yes
5397,yes,yes,no,yes,no
